游记ID,标题,链接,规则1,规则2
1280834,花开的季节,http://www.mafengwo.cn/i/1280834.html,无,无
1260589,四川~成都~春熙路~锦里~武侯祠~青羊宫~宽窄巷子~文殊院~都江堰 2011年9月8日~9月11日,http://www.mafengwo.cn/i/1260589.html,无,无
1313204,一个人的毕业旅行------最后一站成都,http://www.mafengwo.cn/i/1313204.html,无,第二天(、要门票没进去在外面溜了一圈。没精力了就第二天去的锦里、没带相机就手机拍了几张不传了。)
1175693,半徒步性质的成都九寨行,http://www.mafengwo.cn/i/1175693.html,无,无
1314952,成都美食甲天下,http://www.mafengwo.cn/i/1314952.html,一天(       我是一个很随性的人，某一天的晚上看着电视里那诱人的麻辣火锅，然后不),无
1314917,【成都】慵懒的的记忆,http://www.mafengwo.cn/i/1314917.html,一天(熊猫猫，我来啦！】超喜欢毛茸茸的我，在这一天终于看到了熊猫宝贝，可喜可贺，拍了好多照),第一天(我当年的记忆。 【宽窄巷子】只记得成都的第一天清晨，一个人在三条巷子晃荡了半天。   )
909281,【2012】寻花之旅 • 玫瑰之约,http://www.mafengwo.cn/i/909281.html,无,无
908391,【2012】寻花之旅 • “薰衣草”之恋,http://www.mafengwo.cn/i/908391.html,无,无
855084,【2012】春醉青白江 樱漫凤凰湖,http://www.mafengwo.cn/i/855084.html,无,无
1307434,独游一日——无花石象湖加——西来古镇,http://www.mafengwo.cn/i/1307434.html,一天(去了，尼玛，没花真是不知道看神马了！玩了一天，时间是有点紧迫，穷游才花了两百来块钱。),第二天(神经发作了，头天突然想出去玩，于毫不犹豫第二天在五一节就一个人去了。当时来的时候就忘了)
1316064,成都·金堂 福兴镇看芍药花，云顶山慈云寺祈福，沱江小三峡品河鲜,http://www.mafengwo.cn/i/1316064.html,无,无
919643,成都-郫县-妈妈农场,http://www.mafengwo.cn/i/919643.html,一天(呵，下次多上点儿=||=回复yysmn：一天足够了。),无
912165,2012成都－乐山／夜游锦里,http://www.mafengwo.cn/i/912165.html,一天(，吵吵嚷嚷的也不想停留了。    差不多一天即将结束，由于白天去了乐山，在锦里填饱肚),无
992524,成都五日游 第一季 都江堰——青城山,http://www.mafengwo.cn/i/992524.html,一天(两边有夜啤酒长廊，很适合三五朋友聚会聊天一天的疲劳都没了       好贵啊！点菜需)|一天(锦江剧院下次票拍好了上传一张。   最后一天双流机场很有气势 在机场的最后一餐，在机)|一天(庙观还有住宿的。都江堰只在鱼嘴没有上山。一天可以的。=||=回复总是有你： 谢谢支持),第二天(时后到成都双流机场，和浦东国际有的一拼。第二天星期四只买了动车15元单程票去都江堰（成)|第二天(朵的。夜晚的都江堰很意外 这对唱的不错 第二天的早点味道很好就在我们住的楼下斜对面 后)
1295791,倩影的双城记忆——成都篇（川大&青城山&洛带&金龙长城）,http://www.mafengwo.cn/i/1295791.html,28日(欢跟大伙分享，嘿嘿！        4月28日晚上我和小曼看了刚上映的《致我们终将逝去)|30日(这次的双城之旅！          4月30日：上午小曼同学的婚礼，下午四川大学（新校)|1日(四川大学（新校区）         5月1日：洗心洗肺的青城山（我的同事老夏一起游玩)|2日(同事老夏一起游玩）         5月2日：东郊记忆+宽窄巷子+锦鲤（我的大学同学)|3日(COCO小姐陪同）         5月3日：洛带古镇+金龙长城四川大学-小曼的大学),无
1308132,成都的普罗旺斯——紫颐 香薰山谷,http://www.mafengwo.cn/i/1308132.html,16日天(2013年6月16日天气阴 今天的天气阴，没有蓝天白云没有灿烂),无
1310037,5月都江堰,http://www.mafengwo.cn/i/1310037.html,无,无
697055,成都重庆 博物馆笔记,http://www.mafengwo.cn/i/697055.html,一日(区比较远，我时间有限，报了三星堆熊猫基地一日游，随团导游讲解麻麻的，没有很认真的讲解),无
1309602,天府风情，巴蜀之国。,http://www.mafengwo.cn/i/1309602.html,无,无
1301861,成都，好久不见！,http://www.mafengwo.cn/i/1301861.html,四天(会随着竹叶青的升腾和坠落而消失吧！、成都四天，每个夜晚，我们都属于锦里，以至于还没有),第一天(活中的人，回忆是美好的，我们只能去珍惜！第一天：宽窄巷子，井巷子，泡桐树街，锦里第二天)|第二天(第一天：宽窄巷子，井巷子，泡桐树街，锦里第二天：人民公园，杜甫草堂，四川大学，九眼桥，)|第三天(民公园，杜甫草堂，四川大学，九眼桥，锦里第三天：青城山，锦里第四天：东郊音乐公园，春熙)|第四天(川大学，九眼桥，锦里第三天：青城山，锦里第四天：东郊音乐公园，春熙路，黄龙溪 第一天：)|第一天(里第四天：东郊音乐公园，春熙路，黄龙溪 第一天：宽窄巷子，井巷子，泡桐树街，锦里 宽窄)|第二天(却有着极具摇滚范的小嗓音，我很稀饭哦！ 第二天：人民公园，杜甫草堂，四川大学，九眼桥，)|第三天(                    第三天：青城山，锦里             )|第四天(                    第四天：东郊音乐公园，春熙路，黄龙溪     )
1302908,端午节道源圣城天师会游记,http://www.mafengwo.cn/i/1302908.html,三天(节终于到来，这艰难存活在忙碌生活中难得的三天假期，我岂能辜负？从网上得知今年端午节期)|12日(一番。   预料这样的盛会必定人山人海，12日清晨，我早早携家人向道源圣城出发，将行至),无
1039809,烟霞湖,http://www.mafengwo.cn/i/1039809.html,无,无
1299463,北京土妞与伪川幺妹儿的成都美食大冒险,http://www.mafengwo.cn/i/1299463.html,7天(的泰华“大型批发市场”买了双拖鞋，遇到了7天连锁在搞活动，我们一人办了张会员卡，说是)|一天(，弄成廉价旅馆，供学生们租住，只要50元一天的~我们省钱游的精神一直都在！不过在吃方)|一日(花啤酒~8元一瓶~ 吃过中饭后~开始新都一日游~前往宝光寺~公交车~直接到，还可以欣)|7天(—路过杜甫草堂——浣花溪公园——双流区的7天酒店早上起来，这回真是上午~照常吃了鸡汤)|7天(回成都市区~~ 这里要提一下前面说的办的7天酒店的会员卡，幺妹上网一看，还真有77元)|一天(——双流机场——北京温暖的家在成都的最后一天了，看不够的街道，吃不够的小吃，呼吸不够)|5天(花费总结：来时机票2人1380元+吃、住5天2人约计1246元+回来机票2人1740),无
1249533,彭州九峰山,http://www.mafengwo.cn/i/1249533.html,无,无
1159689,成都美食攻略,http://www.mafengwo.cn/i/1159689.html,无,无
1259037,十小时爬上西岭雪山,http://www.mafengwo.cn/i/1259037.html,无,第二天(。。。。。。。。。。。。。。。。。照片是第二天早上拍的晚上根本看不到早上起来看到天啊难)
702208,端午节，天台山、平乐古镇三天两夜的穷游记,http://www.mafengwo.cn/i/702208.html,三天(个人去了成都附近的天台山和平乐古镇小玩了三天，本来之前有个同学要和我一起去的，在我把)|一天(，在我把住宿等一切联系好以后，在临走的前一天，她告诉我说她不能去，就这样被放鸽子了，)|三天(   计划的线路是成都—邛崃—天台山，两三天时间，也不想走太远，就当是小玩怡情到达天)|三天(一顿，血旺和豆花还买了双草鞋走回去至此，三天两夜的行程就算全部结束了，最后晒一下花销)|14天(一下花销吧：成都—邛崃 20邛崃—天台山14天台山门票：40住宿：88（我恨我那放鸽子)|0天(都是吃的自带的食物，所以天台山食物开销为0天台山—夹关车站25夹关—平乐4.5平乐住),第二天(别人就让自己早已拟好的计划放空，所以决定第二天自己一个人背个包出发。因为考虑到要爬山，)
562411,最成都--吃吃喝喝篇,http://www.mafengwo.cn/i/562411.html,24日(火气，尽情地吃，然后喝茶，绝不会上火。 24日到成都的当天，放好行李，本打算就近去青羊)|一天(式味道的氛围中咖啡好像也淡然了许多。 有一天晚上我们本来打算吃蹄花的，因为太贵就作罢)|一天(本来打算吃蹄花的，因为太贵就作罢了，于是一天早上吃豆捞饭的时候，我们就感慨了一翻，又),第二天(是我的最爱。担担面麻辣凉粉叶儿粑钵钵鸡 第二天我们从熊猫基地回到琴台路酒店已经下午3点)|第一天(不错的。之所以不靠谱是这个胖子一头黄毛，第一天入住时远远看去，我们以为是带了一次性的浴)|第二天(中，又辣又鲜。串串香，大爱大爱二姐兔丁 第二天搬到了文殊坊附近，顺便去文殊坊商业区小逛)
562399,最成都--行宿篇,http://www.mafengwo.cn/i/562399.html,无,无
537295,关于成都的各种各种,http://www.mafengwo.cn/i/537295.html,无,无
632195,玩在成都--一座你来了就不想走的城市 四川行（八）,http://www.mafengwo.cn/i/632195.html,无,无
1308029,“紫”为你来-香薰山谷,http://www.mafengwo.cn/i/1308029.html,16日(各种原因，一直拖到今天才去。本来计划6月16日去的，结果一觉睡到中午12点，想着往返来),无
1279992,游走文殊院，文殊坊,http://www.mafengwo.cn/i/1279992.html,无,无
924698,江湖四十余年梦，岂信人间有成都。,http://www.mafengwo.cn/i/924698.html,三天(是桃花没怎么拍，就只走马观花的看了一下，三天里基本都在重复吃完睡睡完吃的步骤。我们定),无
1307759,我的眷恋都市排行榜第二名----成都（西安出发）,http://www.mafengwo.cn/i/1307759.html,9日(是这么一座让人迷恋的城市......6月9日：西安到成都硬卧上铺194元/人6月10)|10日(9日：西安到成都硬卧上铺194元/人6月10日：宽窄巷子、青羊宫、杜甫草堂、觅食 早上)|11日(夜景，被这座城市深深地吸引了    6月11日，青城山、锦里、武侯祠成都火车北站到青城)|12日(点，不解释，直接上图        6月12日，春熙路清晨从阳台看出去的城市是这个样子)|13日(老实实在一楼排队吧。        6月13日，觅食、逛宜家春熙路上的白家肥肠粉，好吃)|14日(很入味，没有铁签的怪味。      6月14日，都江堰、盐市口、明婷馆子先说盐市口，成)|15日(元一杯，就是芝麻糊的味道还特别甜。 6月15日，大熊猫基地。春阳水饺太好吃了，在成都的)|一天(熊猫基地。春阳水饺太好吃了，在成都的最后一天，我们的早午饭就在这解决了，要不是汤汤水),无
998431,成都+峨眉山+九寨沟7日游之成都篇,http://www.mafengwo.cn/i/998431.html,一日(时间可以出去放纵了，腻了北京的拥挤与日复一日的生活，先用一星期回家休息，家就是家，回)|5天(坐上火车的那一刹那没了，在家里待了短暂的5天时间，开始了早就计划好的成都之行！ 一共)|一天(号：九寨沟（10坐车到达九寨沟，11号玩一天，12号回到成都）。==========)|一天(喝着，还有瓶红酒喝  三个朋友，今天逛了一天，辛苦大家了  成都一日游就到这吧，其实)|一日(个朋友，今天逛了一天，辛苦大家了  成都一日游就到这吧，其实最好的是以后的行程！！ ),无
1298536,成都、九寨沟、黄龙、峨眉山8日游之一,http://www.mafengwo.cn/i/1298536.html,28日(      5月28日早上9点，东航航班正点起飞，12点降落在)|29日(点累了，打车回酒店休息。      5月29日早上7点50分，坐上了开往九寨沟的大巴，)|30日(会，  9点回酒店休息。      5月30日7点准时到达售票处，人真心少啊！进沟坐上)|31日(的享受了一顿，回酒店休息。     5月31日，这天的行程是包车：九寨沟——黄龙——成),第一天(好，房间干净、设施齐全。 放下行李，开始第一天的成都行，先到新南门旅游集散中心购买第二)|第二天(一天的成都行，先到新南门旅游集散中心购买第二天去九寨沟的车票148元（含5元保险），从)
1311956,天府悠游—在成都吃喝玩乐的那些事,http://www.mafengwo.cn/i/1311956.html,一天(2  06.09 多云  今天是小长假前一天，趁着游人还不是很多，我们安排到周边的黄)|一天(味，可我却对卤肉味的情有独钟。  休闲的一天过后，又是饱饱的走回宾馆，能在成都这样的),day1(--------------------Day1  06.08 微雨          )|day2(--------------------Day2  06.09 多云  今天是小长假前一)|day3(--------------------Day3  06.10 晴  既然是休闲度假游，)|第三天(既然是休闲度假游，就不要把行程排的太满，第三天给自己放个小假，睡到自然醒，嘿嘿，起来已)|第一天(各种小店，风格颇为精致。今天是端午假期的第一天，巷子里的人流比前两天去锦里时多多了喝成)|day4(--------------------Day4  06.11 晴  听闻熊猫们都是在早)|day5(--------------------Day5  06.12 多云  起来收拾完行李，)
1134941,西南偏西，追逐“自由”的旅程,http://www.mafengwo.cn/i/1134941.html,无,无
1311233,都江堰向日葵基地——夕阳下的畅想,http://www.mafengwo.cn/i/1311233.html,无,无
1313445,冬天在成都hea,http://www.mafengwo.cn/i/1313445.html,一天(一点就是它的五元找的是纸币而不是硬币最后一天休闲地在成都hea了半天。把明信片寄了。),第一天(路上旧广州电视塔    对成都的第一印象第一天去到成都。在机场排登机口的时候，到处都是)|第二天(她回澳洲之前的最后一次见面是在成都可惜她第二天就要回广州了去了一间很旺的类似药膳的火锅)|day2(定。真的是这样!!只要司机不兜路的话。 day2去了公园喝茶博物馆下午是宽窄巷子和锦里 )|第二天(青旅以后看了集downtown就睡了。 第二天呆在成都。发现街上虽然垃圾是少，但是男女)|day3(不多了，有时是完全听不懂.....   day3 同行的女生报团去了海螺沟。所以这天我又)|第二天(是有个当地的电影票啦  晚上在青旅吃饭。第二天要五点半起床去九寨沟，所以就在青旅休息了)
1311252,安仁建博看历史,http://www.mafengwo.cn/i/1311252.html,无,无
1294330,走！去双流看薰衣草~紫颐·香薰山谷~摄影好地方,http://www.mafengwo.cn/i/1294330.html,无,无
1309036,双城记之成都,http://www.mafengwo.cn/i/1309036.html,2天(记得啊。于是我兴奋的告诉他国庆要去成都玩2天能否带我们转转。后来，人家就不鸟我了。再)|1天(都，4号下午2点就火速赶往重庆了。就在这1天时间里，我们居然去了锦里、宽窄巷子、武侯),无
1309587,静娃子在成都~,http://www.mafengwo.cn/i/1309587.html,无,无
1308651,城市印记——成都初体验09年冬,http://www.mafengwo.cn/i/1308651.html,无,无
1313512,成都,http://www.mafengwo.cn/i/1313512.html,无,无
1237375,彭州白鹿镇和丹景山游,http://www.mafengwo.cn/i/1237375.html,一天(：你从成都过去很近，在丹景山过去一段路，一天时间足够了=||=回复顽石:没有去过可以),无
1301690,田园的美—2013年端阳节郊游,http://www.mafengwo.cn/i/1301690.html,12日(  2013年6月12日端午节驱车到青城山时，路过崇义发现路边有),无
1098507,古蜀国探秘——元旦访三星堆、金沙遗址博物馆,http://www.mafengwo.cn/i/1098507.html,4d(投影，让人非常震撼。      7、通过4D电影、《金沙》歌剧（见下面介绍）全方位展)|4d(面介绍）全方位展示金沙文化。      4D电影主要讲述古蜀国的杜宇、光明两个帝王，)|4d(      1、门票：同程网上订门票，含4D影院《梦回金沙》，78元/张。     )|一天(世为现代考古学家的古蜀国大将军“沙”在某一天重回金沙，并在金沙考古现场发现了半块“太),无
1311041,【原创摄影】烟雨游园博，漫步仙境中之五——逛药都赏冀韵杏林春色,http://www.mafengwo.cn/i/1311041.html,无,无
1314995,玩转成都，吃美食，看美景,http://www.mafengwo.cn/i/1314995.html,一天(要花很多时间慢慢的来，一周疲惫的工作换来一天的休息，我确选择拖着自己疲惫的身体去成都)|一天(成都，百忙的朝九晚五工作，一周等来了那么一天的休息时光，是成都成就了我心里的那个小小),无
1064088,留住我们的笑脸——记蜀都之旅,http://www.mafengwo.cn/i/1064088.html,1176天(，他们听了我的话，他们没有控制住压制内心1176天的欲望，他们。。。他们。。。。他们是我最)|三天(.回了成都，如同饿狼般的我们彻底告别为其三天的艰苦减肥之旅，口碑最好的蜀九香火锅整起)|一天(个听了三年的什么大学     36.最后一天喽，为了充分体现出本次旅行的全面性意义，)|一天(片，记录的都是在我脑海的某一个角落，只待一天，趁我不在意时破茧而出         ),无
723438,【那天是个下雨天】四川邛崃,http://www.mafengwo.cn/i/723438.html,无,无
1249248,成都4月5--4月9，愿雅安人民一切安好,http://www.mafengwo.cn/i/1249248.html,三天(一直想来成都，两天不够，三天差点，所以这次辞职后的第一站选择了成都，)|5日(的好的不计其数，我就偷懒多图少字喽！4月5日  Ps:心想等我回来，北京就暖和了，结)|6日(永辉超市￥65.67老刘最欢乐的地方4月6日由于昨天宽窄巷子不太满意，第二天又杀了回)|20日(贵俩人￥120，去不去两可，听朋友说5月20日，有北京身份证半价，也不知道真的假的，反)|20日(份证半价，也不知道真的假的，反正回家4月20日，震了是真的，愿雅安人民一切安好，想发财)|一天(  我一人吃了￥52 再送红唇一枚 吃了一天辣，我必红啊！ 回到登巴，人家BBQ，老)|7日(普洱，后院好热闹Ps：路上的感觉真好4月7日一大早带老刘去了熊猫基地（我怎么觉得小时)|8日(皮影也风流，因为它爱上了苹果    4月8日登巴里得瑟    带老刘去了文殊院，啥我),第二天(一浓缩￥34  老刘有点入戏了  大妙，第二天吃的这个  永辉超市￥65.67老刘最欢)|第二天(的地方4月6日由于昨天宽窄巷子不太满意，第二天又杀了回去，但还是不太满意，原因又俩：人)
1303222,吃货走天涯，噼里啪啦··大驾成都。（纯方言帖子。纯图少字，木有攻略，只有简单介绍）,http://www.mafengwo.cn/i/1303222.html,无,无
1105928,2012一路向西（四川西藏云南蜜月游记之四川篇）,http://www.mafengwo.cn/i/1105928.html,10天(公交价格分普通车1元，高档车2元，我呆了10天就没看到普通车，全是2元的。有些贵，基本)|1天(正门前有棵大树很好找。 门票90，可以玩1天，还是值得的。自助游不跟团，玩的比较自由)|1天(山上啊。遇到物价高的城市，就闪电战吧，玩1天速速闪人。 旅店不远就有大排档，有点丽江)|1天(  霞光。遗憾看不到日出啊，票价车费2人1天花费1000，还有些小贵的。     大)|1天(到半山再爬。要是从下山地方上山，估计够爬1天了。  千年古树，巨大啊。在辽宁可没见过)|19日(吃的那么多都没吃，还便宜。 =||=9月19日成都大熊猫繁育基地 来四川不看大熊猫哪行)|1天(有个熊猫基地。门票也不贵才几十，在这玩了1天。觉得相当划算。该基地从成都市内坐车需要)|1天(吃奶呢 熊猫别墅  真会找地方 在这玩了1天。各种的熊猫，大的小的，公的母的，估计1),第二日(不让进。只能作罢。先去成都西郊客运站买好第二日去乐山的票。买去乐山和乐山大佛的车票都行)|第一日(很多商店门口都整个活的招财喵啊哈！ 成都第一日结束，未完待续。。。=||=回复党泥板：)|第2日(哭呢=||=乐山2012年9月17号入川第2日，1大早直奔成都坐大客车去乐山。从春熙路)
701464,Mr. Lc On The Way--成都武侯祠、熊猫基地、都江堰、青城山...一趟游,http://www.mafengwo.cn/i/701464.html,10日(树去的。地铁，成都也有了，2010年9月10日通车的，证明成都腾达了！在宽窄巷子喝茶的)|一天(工程挺壮观的！=||=回复然庭花的引文：一天就够了，哈哈~=||=回复然庭花的引文：)|一天(东西。青城山如果体力不是很好的话也建议用一天，不过现在马上清明了，你可以去看看都江堰)|三天(的话半天是爬不完青城山的，呵呵~九寨沟得三天！=||=回复lilylee2011的引),无
1166959,放飞春天——成都.保利198风筝节,http://www.mafengwo.cn/i/1166959.html,22日(生动的画面，风筝成了不可或缺的主体。3月22日至24日，由保利地产、成都电台FM94.)|24日(面，风筝成了不可或缺的主体。3月22日至24日，由保利地产、成都电台FM94.6主办的)|一天(天津等地的风筝队表演及比赛出席。赶在最后一天下午，前去凑热闹。     一、天上地下)|三天(友急了！！=||=回复火枪手76：一共是三天的活动，最后一天才去，还错过了不少精彩。)|一天(=回复火枪手76：一共是三天的活动，最后一天才去，还错过了不少精彩。。=||=回复鬼),无
800710,四川七日之成都,http://www.mafengwo.cn/i/800710.html,无,第二天(的黑天鹅……月上柳梢头：卖男孩的小火柴：第二天，成都熊猫馆~~又见竹林：当天准备召开的)
663707,西行漫记——成都之旅,http://www.mafengwo.cn/i/663707.html,无,第二天(以为这次出行，整个行程会非常紧凑，但是当第二天的早上睡到自然醒时，我才明白，往日的作息)
930891,JUN.2012------Dingding in 成都,http://www.mafengwo.cn/i/930891.html,无,无
1293579,周末游成都,http://www.mafengwo.cn/i/1293579.html,3天(以做很多事情，没必要什么都安排在节假日。3天的时间完全可以玩转一座城市，由此我们开始)|31日(”了4年了，基本上吃喝玩乐样样精通。5月31日，蜀九香+锦里夜景6月1日，文殊院+大熊)|1日(样精通。5月31日，蜀九香+锦里夜景6月1日，文殊院+大熊猫繁殖基地+武侯祠+锦里+)|2日(大熊猫繁殖基地+武侯祠+锦里+宽窄巷6月2日，青城山后山+晚饭 5/31周五   晚),无
1272240,九天开出一成都——文化之旅（长期持续更新……）,http://www.mafengwo.cn/i/1272240.html,九天(称和城址从未改变过的城市。诗仙李白的诗“九天开出一成都，万户千门入画图。草树云山如锦),无
1298030,漫游花世界，徜徉心海洋！（记香薰山谷）,http://www.mafengwo.cn/i/1298030.html,无,无
1280964,2012年4月（成都三人行）,http://www.mafengwo.cn/i/1280964.html,无,无
1243800,川行清明（嘉阳小火车+峨眉山+成都+熊猫基地+重庆）,http://www.mafengwo.cn/i/1243800.html,一天(还是天然的呢。怎么说我们都是幸运的，同样一天，上午的那一班小火车就没有看到彩虹。和油)|一天(草鞋狠Q从早上8：30，到晚上6点，整整一天的山路，每每一转弯，发现又是一条天路，心)|2日(凉拔凉的。我们还好有自知之明，爬山安排了2日。一路上碰了很多安排1天爬到雷洞坪的，那)|1天(之明，爬山安排了2日。一路上碰了很多安排1天爬到雷洞坪的，那才是铁人！著名的峨眉山滑)|1日(银员态度极其冷淡，印象深刻。赫然发现4月1日纪念哥哥的祈福牌，那么感动晚上入住峨眉山)|一天(紧一切可吃之际，不放走任何可吃机会。最后一天的上午，果断到八一路好食街扫荡。跟着大众),第一天(。先送上本次行程的费用明细，供大家参考：第一天：嘉阳小火车朋友介绍加上一张小火车穿行在)|第二天(没吃完的我直接端回房间，一点都木有浪费。第二天：峨眉山一早8点半，开始峨眉山自虐爬山之)|第一天(。我们选择的线路是：报国寺坐车到五显岗，第一天徒步线路：清音阁-一线天-猴区-洪椿坪-)|第二天(王、猴妈妈，猴姐妹，猴孩子，各种猴。听说第二天的游客都没有看到猴子，因为猴群打架群殴了)|第二天(话很少，且是否做饭要看心情。晚上的素面和第二天的早饭很好吃，看来她心情不错。第三天：峨)|第三天(面和第二天的早饭很好吃，看来她心情不错。第三天：峨眉山8点吃完早饭我们就又开始上路，很)|第四天(肉丝，味道不错两天山路，袜子就这么报销鸟第四天：峨眉山早上5点半啊，就摸黑爬起来上山，)|第五天(，一壶茶，两本书，两小时，就那么过去了。第五天：成都早八点，从峨眉山-成都，约11点半)|第二天(想跟我玩，可能是平时太孤单了吧，好可怜。第二天下午我们又来了一次宽窄巷子，吃了著名的梁)|第六天(有近10种馅料，个人觉得咸的比甜的好吃。第六天：成都熊猫基地强烈推荐！为了避开人群和团)|第七天(的价格和味道都比较合适，比吃中餐性价比高第七天：重庆成都到重庆的动车很多，基本上2-2)|第八天(，汗！老板边做边吆喝，吸引了大批围观群众第八天：重庆吃货的宗旨是抓紧一切可吃之际，不放)
1295536,2013清明·两只猪的成都之旅,http://www.mafengwo.cn/i/1295536.html,3日(   航班信息去程：国航CA41184月3日21:00-00:10（次日）首都T3-)|6日(T3-成都双流返程：国航CA14084月6日20:00-22:30       成都)|3日(话：028-85450470；预定：4月3日至4月6日，3晚住宿，标准间1间； 3.)|6日(-85450470；预定：4月3日至4月6日，3晚住宿，标准间1间； 3.行程安排行)|一天(行至旅舍（620米）。（约30min） 一天的旅程开始在杜甫草堂，寻觅那不散的诗魂。)|一天(  Day3——人民公园鹤鸣茶楼因为最后一天要赶飞机，所以就悠闲点，在茶楼消磨了半天),day1(.行程安排行程亮点：古建筑熊猫美食 ² Day1：杜甫草堂-宽窄巷子-望江楼公园-武侯祠)|day2(锦里小吃一条街；    路线图：  ² Day2：大熊猫繁育研究基地-文殊院-青羊宫-春)|day3(2小时；地址：四川省成都市锦江区； ² Day3：？-鹤鸣茶馆-双流机场 鹤鸣茶馆典型的)|day1(成行。下面开始按游览日期和顺序上照片哈~Day1——第一站武侯祠成都的市区环境不是很好，)|day1(的真的很美！！！绿树红花~~~     Day1——第二站宽窄巷子商业气息太重，东西也都)|day1(cks把明信片都写了哈哈        Day1——第三站春熙路就是一个大大的商业圈，全)|day1(全国各地省会城市都一个样，也没啥意思  Day1——第四站锦里晚上去是极好的，大红灯笼高)|day1(大红灯笼高高挂有木有          Day1——午餐大宅门火锅可以在大众点评搜一下，)|day1(黄喉和菌干必须要点哦！         Day1——晚餐榆林串串香成都家喻户晓的串串香店)|day2(模真的很不容易。强烈推荐，特别好吃！  Day2——第一站大熊猫基地清明时节雨纷纷，第二)|第二天(y2——第一站大熊猫基地清明时节雨纷纷，第二天就遇上了绵绵细雨，冒着雨去看大熊猫咯！ )|day2(绵绵细雨，冒着雨去看大熊猫咯！     Day2——第二站杜甫草堂这个地方简直就是人间大)|day2(！多吸几口干净的空气！         Day2——午饭情MM干锅锅同学带着去吃，还不错)|day2(锅同学带着去吃，还不错，成都的味道   Day2——晚饭大嘴霸王排骨     Day3—)|day3( Day2——晚饭大嘴霸王排骨     Day3——人民公园鹤鸣茶楼因为最后一天要赶飞机)
1078833,成都的银杏,http://www.mafengwo.cn/i/1078833.html,无,无
1296162,2013年6月街子古镇,http://www.mafengwo.cn/i/1296162.html,6日(2013年6月6日。阳光灿烂，我带上父母到街子古镇游玩。沿),无
1284708,崇州元通 九龙沟 桤泉摘西瓜,http://www.mafengwo.cn/i/1284708.html,无,无
1297313,紫色的梦——双流太平镇紫颐 香薰山谷,http://www.mafengwo.cn/i/1297313.html,七天(…”脑海中不停的重复着。悲惨的是本周要上七天班，端午节陪父母、小朋友看龙舟赛+值班，),无
890891,骑行龙池——劳动节,http://www.mafengwo.cn/i/890891.html,5天(在期待下一次的骑游……6.1出发去泸沽湖5天年假+2个周末 这次时间应该是够的。嘿嘿),无
1153330,万里长城今犹在，不见当年酒疯山,http://www.mafengwo.cn/i/1153330.html,9日(剧情，是社会需要，也是居安思危。  3月9日7：50从黑脸疯子游荡的车站和红阳散朝霞)|14日(。。就有路口。千万不要顺流而上！ 03月14日(周四)晴13～21℃ 九峰山 那转世的)|9日(震3秒钟=||=回复就噢客人：=||= 9日下午到清凉寺  =||= =||=回复爱)|11日(=||=回复勤奋de伪文艺青年：9---11日去的=||= 哪个美女挂的？=||= =)|9日(= =||= =||= =||=    9日晚8时多这里发生4级地震持续3秒=||=)|一天(师殿的师傅人很好，一般40-50元一个人一天  行走的蚂蜂窝 过路的蚂蜂 过路的神仙),无
975262,八月成都（美食）,http://www.mafengwo.cn/i/975262.html,无,"第二天(2点的火车往成都去,火车晚点十来分钟所以第二天下午17:38分到达这么久的车程并没有消)"
1262614,2012年7月四川青城山,http://www.mafengwo.cn/i/1262614.html,无,无
713371,成都的悠闲时光----火锅 熊猫 一个都不能少！！！（更新完毕）,http://www.mafengwo.cn/i/713371.html,4日(那一分一秒。。。 Day12011年6月4日早上5点被雨水滴答滴答击打着空调外壳的声)|一天(不算市中心，所以价格都相应的便宜一些，前一天晚上我们打算换酒店，研究春熙商业圈的酒店)|5日(会简单的。=||= 第三天2011年6月5日，也就是端午节。早上的早餐是在酒店解决的),day12011(去涉水，只是悠闲的度过那一分一秒。。。 Day12011年6月4日早上5点被雨水滴答滴答击打着空)|第二天(板娘嘛？！哈哈哈哈哈。。。偶是在TB订购第二天出行的票的，其实这个工作应该在去之前就做)|第一天(居然晚饭是吃的麦当劳。让人有点郁闷。。。第一天的行程告一段落，好了，回酒店。因为早上到)|第一天(要选择了。还是连锁型的酒店会更好一些。 第一天的行程就这样，汇报完毕～尽情期待后续报道)|第二天(哈哈。。是的，不给拍照。偷偷的。=||=第二天预报成都会下雨，本来很担心，结果出奇的好)|第二天(不足了。真贴心～早餐后，打车至酒店。我们第二天的酒店是在武侯区的智选假日酒店HOLID)|第二天(没什么星。同时差评也比较多。后来因为我们第二天的活动区域也就在武侯区附近，所以搬到这里)|第二日(的夜景还是蛮美的，慢慢欣赏罗！嘿嘿。。。第二日行程汇报完毕=||=回复小贝：淘宝买的5)|第三天(用美图秀秀加的。我只会简单的。=||= 第三天2011年6月5日，也就是端午节。早上的)
